step,reward
1000,-1078.0720372844087
2000,-1098.4461612195066
3000,-1033.2656677868206
4000,-968.0502154253519
5000,-807.8709289417826
6000,-872.969119691819
7000,-849.2864750085041
8000,-855.3643582820233
9000,-844.5512553311331
10000,-838.6868363676788
11000,-821.2380107081489
12000,-697.9845822313965
13000,-765.482167581952
14000,-704.0003927418524
15000,-612.1100543328401
16000,-694.7573194172478
17000,-687.2582281319428
18000,-666.5324353269701
19000,-585.2186923536866
20000,-586.012868327634
21000,-598.509546288653
22000,-468.32748719599584
23000,-524.058521078946
24000,-428.3544638959188
25000,-436.1344975237504
26000,-446.09089203496876
27000,-477.8376450632733
28000,-423.3649268424187
29000,-443.8008428109045
30000,-493.64869368758764
31000,-423.92078795905957
32000,-458.58346304697636
33000,-459.26653127968723
34000,-365.2529859132113
35000,-433.6759766167152
36000,-458.500022352116
37000,-410.4826487609627
38000,-350.90232732403194
39000,-317.99529336070003
40000,-294.67437820787217
41000,-338.17423343044806
42000,-389.84585833683747
43000,-314.28071533875533
44000,-302.998461551467
45000,-260.51933282712963
46000,-185.27602105639878
47000,-313.8961402423196
48000,-279.04586589288164
49000,-158.10471277417068
50000,-205.2384028495578
51000,-207.10211824046672
52000,-233.77964214130543
53000,-180.75072810232004
54000,-180.93978220421351
55000,-177.40634960274525
56000,-139.08174750938247
57000,-160.6107086579965
58000,-52.221517279739345
59000,-61.67534087041634
60000,-119.30264622110204
61000,-105.48525832532468
62000,-222.11343030625417
63000,3.2130912497937327
64000,-45.39639748680706
65000,-153.09646466195318
66000,16.4603682591744
67000,-1.3236533151790684
68000,-38.61905149810522
69000,26.37546513312928
70000,37.16801898508496
71000,95.66003737309583
72000,88.29431745447788
73000,81.08579730408695
74000,23.46491923358942
75000,157.4408677030336
76000,67.97903929743916
77000,146.49274327144286
78000,119.839337943384
79000,151.54203737535985
80000,171.60088458295098
81000,167.98743310282939
82000,227.40728992413113
83000,244.94001954882134
84000,148.80362576092588
85000,299.29115584340144
86000,243.36479011502692
87000,331.2300011615204
88000,277.82565921981376
89000,321.5730529156812
90000,377.68145518117774
91000,360.1265694001786
92000,349.91954960156215
93000,296.0628469083039
94000,360.3911909555117
95000,378.29396662663277
96000,362.5057489140502
97000,400.345221651074
98000,446.72842038468053
99000,478.77049988650765
100000,456.129908461713
101000,368.7629574217963
102000,475.7659862947514
103000,445.8424882030485
104000,440.7492682772771
105000,541.8281645193999
106000,432.80964989943357
107000,467.60927498377293
108000,453.79638158799105
109000,569.6241692690828
110000,561.6265595585672
111000,597.0866455626101
112000,614.7806454129413
113000,548.3553567834288
114000,521.2935491510019
115000,633.4813448561728
116000,625.0893447056883
117000,669.1523346364027
118000,663.5356208478318
119000,759.7518537272039
120000,685.3193044719351
121000,760.853558617463
122000,716.8603739865314
123000,714.9672347690275
124000,665.4247961552453
125000,751.3959731541172
126000,825.3589878869085
127000,761.18785665381
128000,838.4827648196193
129000,736.295420080096
130000,874.8886223009175
131000,860.4944473595812
132000,747.0338295169013
133000,839.8126150167288
134000,866.4526872381616
135000,922.3327616787458
136000,773.5273599458486
137000,838.4862758366162
138000,922.9358434726742
139000,825.9098409357267
140000,843.7819160676172
141000,938.0342619570416
142000,970.8213368392579
143000,950.0721992351422
144000,934.2279172027256
145000,982.9340613381447
146000,992.8651944085022
147000,1028.0980626826647
148000,942.1446982025531
149000,1026.295792473437
150000,1041.013594024343
151000,899.7345978072195
152000,934.5161501259679
153000,923.7980542543696
154000,1035.8796591488272
155000,1011.7225719718051
156000,960.8694453970746
157000,1054.0583592607807
158000,1028.5736992116392
159000,995.4200205039247
160000,956.9862132382138
161000,1036.7339086296872
162000,1016.9674028222879
163000,1024.3178270639416
164000,994.5613320249059
165000,1116.4834130294528
166000,1047.771548573884
167000,1062.1398377761213
168000,1036.6752577845366
169000,1102.9739726352811
170000,1121.423567264854
171000,1088.0420945370709
172000,1037.0169569402105
173000,1116.394805000878
174000,868.5542625159668
175000,1127.6304040160417
176000,1058.4281899999287
177000,1083.928746999726
178000,1082.5575907475334
179000,1143.7644548883347
180000,1167.6032516316868
181000,1157.7076760281552
182000,1081.348797600736
183000,1126.865735416681
184000,1120.364817866913
185000,1168.019604018807
186000,1145.5880775995524
187000,1137.7495469132289
188000,1148.6464946900246
189000,1158.7408852212411
190000,1181.6110717649508
191000,1152.5475616627457
192000,1105.7013019743013
193000,1155.917191809633
194000,1139.2081422397002
195000,1155.7541265000016
196000,1197.411080648582
197000,1139.0604872167123
198000,1118.7468807831683
199000,1134.571202677505
200000,1172.4397302852365
201000,1226.2274391791086
202000,1173.5763005760364
203000,1172.9992516356258
