step,reward
1000,-1120.4466863421544
2000,-1052.3369913698918
3000,-933.0657583530005
4000,-996.4145502356133
5000,-1049.094461163522
6000,-832.4591541672536
7000,-866.5691917891735
8000,-902.538266056038
9000,-638.2713211242326
10000,-803.0180877352253
11000,-785.4369189562269
12000,-623.9517578425643
13000,-695.1796938269142
14000,-675.3921857195836
15000,-595.7579774599226
16000,-610.1056607131541
17000,-623.6655017642929
18000,-689.6354266089803
19000,-563.0001595051982
20000,-506.31117884904484
21000,-412.950443723266
22000,-541.1708196591629
23000,-522.5172104548997
24000,-398.370209810489
25000,-474.2182682489698
26000,-365.81702419217174
27000,-363.0604549268041
28000,-430.6730569110368
29000,-395.2578820011203
30000,-441.53029937793474
31000,-281.9182834570129
32000,-312.9263657758956
33000,-350.8853191418962
34000,-312.8026689490138
35000,-357.29752325962016
36000,-258.02172749770915
37000,-228.55501703067875
38000,-163.7530961738229
39000,-305.79735799734675
40000,-114.0455154356073
41000,-157.25803683629823
42000,-137.2955933700442
43000,-235.45296728070377
44000,-157.65297401481092
45000,-111.6139976585503
46000,-174.6944099609454
47000,-114.6690098661332
48000,-72.43164881683569
49000,-114.49784852167228
50000,-46.28340645151079
51000,74.28112864871686
52000,60.94930844798947
53000,14.090942097650801
54000,55.00936001886215
55000,127.28083255188956
56000,103.42692507174279
57000,227.513869600888
58000,96.50372200388321
59000,44.71021945493122
60000,109.2338790151358
61000,213.74547283776332
62000,181.65024543112867
63000,166.8227508852371
64000,302.30817597515954
65000,280.3813606483476
66000,216.09635226036988
67000,307.6006646110776
68000,321.78624883114804
69000,425.4820063794106
70000,345.11225342118144
71000,395.35908242868925
72000,345.57321418197233
73000,434.18151227843214
74000,404.78723414806393
75000,429.73230752040183
76000,504.9484887331488
77000,458.30053561838247
78000,460.58668711755973
79000,464.0626028773183
80000,480.774725559138
81000,489.59081755289776
82000,537.3712242540479
83000,474.1804389230776
84000,534.1950139067924
85000,552.1596442747241
86000,493.9970860553065
87000,635.9501296393373
88000,576.5317300174449
89000,513.8360893313096
90000,498.6372110740075
91000,602.9123464442121
92000,661.7361835174681
93000,260.98352018483064
94000,570.5621623754146
95000,667.7913583314461
96000,676.0087528128307
97000,684.2778172511673
98000,696.9341222906506
99000,666.2917031107155
100000,695.5388377123239
101000,691.0577317641647
102000,673.4551192539872
103000,730.9775597565454
104000,749.2572500329393
105000,608.2590624768139
106000,495.0920769186643
107000,715.2181629992351
108000,759.2226500524035
109000,752.8411658282486
110000,750.0558910002214
111000,786.5222463741576
112000,746.5887031450116
113000,674.8152553796988
114000,777.1952483661504
115000,795.3902236983224
116000,780.2057710524798
117000,724.9288521671725
118000,692.8461202465339
119000,853.0671931814562
120000,838.1225690471149
121000,862.1580958602109
122000,769.5195460752446
123000,833.6763771437429
124000,758.1079196251862
125000,846.8161063665477
126000,812.5967954442204
127000,760.0792860585278
128000,849.3433435451001
129000,882.543970901736
130000,849.3185955821361
131000,887.831860076264
132000,889.5990123116659
133000,909.0328987363091
134000,890.4392915027237
135000,760.5538662186802
